date;name;tweet;sentimen
Oct-02;TempatGWngegalau;@byu_id gmn sih ini pulsa kepotong ga jelas penggunaannya  udh dichat diaplikasi  email dan DM twitter juga belum ada respon;netral
Oct-02;duit;@byu_id Cara aktivasi lagi gimana min?;netral
Oct-02;duit;@byu_id kenapa nomor ku di deactivate min? Padahal rutin isi pulsa tiap bulan;netral
Oct-02;ItsMeRain;@byu_id di zoom ya kak jan males hehe;netral
Oct-02;def ＾ω＾;@byu_id min  kenapa aku ga bisa beli topping twitter ya? ;negatif
Oct-02;_yourpanda_;udah seminggu tapi kenapa masih belum bisa nih? @Telkomsel   masa kalah sama anaknya @byu_id (sim2);negatif
Oct-02;inᴮᴱ;Wahhh happy 6 monthversary  terimakasih buat giftnya (udah dapet data ditambah pulsa juga ueueue) terharu aku  semoga kita langgeng @byu_id @Telkomsel ;netral
Oct-02;Cornetto Mini;@byu_id kak  aku ada kuota utama dan kuota topping. Tp kenapa waktu buka ig yg kepotong kuota utamanya ya? Padahal kan kuota toppingnya masih ada. Dulu ngga ky gini nih by.u;netral
Oct-02;BangBen;Kagak ada tu biasa aja;negatif
Oct-02;••••;Cek laaaahhh;netral
Oct-02;Nis;@byu_id kenapa tetiba pagi tadi sinyal auto 3G yaa? Buat WA aja gak bisa sama sekali. Padahal sebulanan kemarin lancar jaya. Huft baru pengen beli paket data lagi...;negatif
Oct-02;••••;Ada iben;netral
Oct-02;haryanto // bieber;Iya mas  netflix-an untuk kuota unlimited itu termasuk kenceng walau di awal-awal pasti renyek trus baru resolusi nya membaik. Tp kl kecepatannya emg telkomsel unggul  cuma khawatir aja pas nntn krn bukan unlimited;positif
Oct-02;vaijoe;@byu_id kok gak dapat reward anniversary 1th ya;negatif
Oct-02;Abdi Faishal;@byu_id saya beli kartu by.u yg 1.5mbps unlimited untuk 7 hari via website dan pembayaran via gopay  disitu saya pilih pengambilan di indomaret terdekat. Untuk bukti pembayaran/pengambilannya itu yg mana min?;netral
Oct-02;Me Miaw!;kalian satu server kah?;netral
Oct-02;Hugable Demon;Gue make  awal nya yaa standar aja gitu. Lama lama lemot  mana suka drop -_- padahal kuota biasa nya lumayan stabil;negatif
Oct-02;oji;Sabarin ka . Semua org tau kalo di indonesia tuh harus viral dlu baru di proses . Kalo cuma kaka yg keluhan trus pengguna disekitar kaka engga ngeluh . Ya bakal di kacangin . Mending ganti aja ka yg kejamin mahal tapi bagus dripada udh mahal tapi buruk pelayananya ehe;negatif
Oct-02;ᴮᴱs;mohon cek dmnya ya kak @byu_id;netral
Oct-02;yungwolf;akunmu aja di lock;netral
Oct-01;Dimas EP;naikin jadi 3Mbps dong wkwkw;netral
Oct-01;松本あずみ;1.5mbps? Di rumah ane bisa 100mbps Telkomsel;netral
Oct-01;Wanto;Tetap bagus smartfren sih  unlimited  sehari 1GB lbh murah ;positif
Oct-01;cercah;Jiwa kos q meronta liat ini mah;netral
Oct-01;Sry karina;Izin kak  Yuk join Grup WA Berlajar tentang Law of Attraction  Cashflow Kuadran  Belajar menjadi Kaya  Hidup Punya Tujuan ~  Grup ini hanya berlangsung selama 14 hari  untuk perubahan hidup lebih baik.   Klik Link  Otomatis Masuk ke Grup :)  *GRATIS*https://bit.ly/PolaPikirSuksess…;positif
Oct-01;Yn;Unlimited 3 mbps?;netral
Oct-01;Kiswan;Pesen nomer 3 digit angka belakang nomernya 354 bisa ?;netral
Oct-01;qulo;Sama;netral
Oct-01;M Iman Humaedi ;Kalu udah beli kumat  masih bisa beli lagi ga min?;netral
Oct-01;Amel;Keseeelll;netral
Oct-01;Amel;Kesel gak si CS nya begituuuu ;negatif
Oct-01;Mantan Si BOLANG;Boleh boleh *363*333# / *363*815#;netral
Oct-01;panggil sesuka hatimu;Tanjungpinang naik turun sinyalnya mindy:( jadi keganggu main csgo:(;negatif
Oct-01;Esmeralda;@byu_id malam kak kartu by u ini ada exp kah?;netral
Oct-01;Bingung Ngapain;Hah yg paling kecil? Itu yang paling mahal. Siapa juga yg download hadeh;negatif
Oct-01;G.M Aji Priyantono;1 5 Mbps aja UpTo  eh buset speed apaan tuh;negatif
Oct-01;Peticobain;Mantap nih;positif
Oct-01;Mpingg;Min  aku belom dikirim kartu byu ;netral
Oct-01;Joe'ko Santoso;"Pengalaman pke @byu_id sih enak"" aja. Pke yg unlimited youtub'n bsa smpe 720p gx ad buffering. Kyakny bkal langganan nih. Klo bwat ngegame kdang msih naik turun ping'ny";negatif
Oct-01;Chicken Spicy;Gw belinya yang 1 bulan..;netral
Oct-01;Susay;Sales byU  Tunggu habis aja deh ;netral
Oct-01;Ayaa;Haloo saya udah bayar paket by.u dari tanggal 23 Sept tapi sampai hari ini belum juga aktif~ gimana dong hehe~ ya ga banyak sih nominalnya tapi kan tetep aja jd agak keciwi~;netral
Oct-01;wowo;di Salatiga sudah bisa kah;netral
Oct-01;;Cobainlah byU semuanya itu semaumu hahaha ini beneran loh lgi eror keknya telkomsel;netral
Oct-01;itsYukinoY;Boleh lah berbagi kode dial nya bro;positif
Oct-01;trxx;cara nya bagaimana;netral
Oct-01;Susay;Sebenernya aku suka @myXLCare krn paketanya ga macem2. Krn xL lg lemot uda 4G msih lemot ga ketulungan aku pindah telkomsel  Maaf curhat ;negatif
Oct-01;Nasi Goreng;bkn gua doang yg ngerasa gini ternyataa;negatif
Oct-01;Yn;Wkwkwkwkwkqk;netral
Oct-01;Kipitut╰(*´︶`*)╯(◍•ᴗ•◍);enaknya bisa tau seluk beluk provider wkwkwkwkkwk ;netral
Oct-01;ᴍᴇʀᴠʏɴ;yg sebulannya kemahalan btw. target nya anak muda atau gimana? klo harga segitu ga ada bedanya sama tsel hahaha;netral
Oct-01;Tita Tri Satyani;skip nin  aku nunggu 1 Mbps sebulan balik lagi;netral
Oct-01;Shera Silviana;Caranya;netral
Oct-01;Kipitut╰(*´︶`*)╯(◍•ᴗ•◍);iya banyak temen saya yg di provider2  pernah di tsel  indosat  xl  three ;netral
Oct-01;;Iyah  anak telkomsel doi jaringnnya jdi ngikut telkomsel;netral
Oct-01;shania;min gamau kasi promo lagi yang gratis 10gb utk 7 hari buat pengguna baru? ;positif
Oct-01;Pengawal Fir'aun;Mega jaya?;netral
Oct-01;Yn;Iya mbak saya tau;netral
Oct-01;eko handoyo aji p.;Mau nanya  masa aktif kartu byu itu ceknya gimana ya ?;netral
Oct-01;Rio;Mantap tu;positif
Oct-01;yoye;Wah wassalam klo csnya bisa bales gitu;positif
Oct-01;RizqanAlgifari;Wkwkk;netral
Oct-01;syakiriousjakarta;Worh it kata ku soalnya gak lemot terus lancar gada ngelek @byu_id makannya selalu langganan;negatif
Oct-01;Elemental Hero ;Makanya  ini chat CS terwow sih. Customer service macam apa ;netral
Oct-01;ukhtie santuy;Gpapa biar betah d rumah ga kluyuran wkwk;positif
Oct-01;Muhammad Aidil Akbar;"Cuma bantu jawab gan  jadikan maksudnya 1.5Mbps disitu bandwidth yang disediain. Jadi 1 5 itu kalo mau dihitung kecepatan rata""nya perlu dibagi 8 lagi. Jadinya 1.5Mbps = 1536Kbps terus dibagi 8 jadinya sekitaran 192Kbps atau setara mentok 200Kbps.  NB : Koreksi jika ada salah";negatif
Oct-01;Yn;Gw prnh dapet promo unlimited 6rb tapi masa promonya udh hbs. Kalo unlimited 6rb lain kali sering dtng lemotnya;negatif
Oct-01;Rara;Gamer nangis pake by.u. buat no wa aja sudah. Burik;negatif
Oct-01;Sulaiman;By u punya telkomsel juga ya paling 11 12 lah produknya;netral
Oct-01;Rara;Lha emg bener kan. Elu yg ngelawak ;netral
Oct-01;𝓟𝓮𝓶𝓾𝓭𝓪 𝓜𝓮𝓻𝓪𝓴𝔂𝓪𝓽;Sodara saya jga sama pake kuota yg 10gb  sama lemotnya pas mabar  btw kita jga tinggal di tengah kota;negatif
Oct-01;Roy Kartiko;Syang email nya;netral
Oct-01;𝓟𝓮𝓶𝓾𝓭𝓪 𝓜𝓮𝓻𝓪𝓴𝔂𝓪𝓽;Saya pake kuota nya jga lemot  coba kaka kasih solusinya gmana?;negatif
Oct-01;Desi;Aq lancar kak zoomlive kmarin  krna kn byu_id 1.5 mbps;netral
Oct-01;Mulya;Pd kenyataanya kualitasnya kurang bagus nindy sayang... Itu masih dlm kategori lemot..;positif
Oct-01;Elemental Hero ;Lah kok gitu sih? Refund aja mel;negatif
Oct-01;Cikasyafitri;1.5 mbps aku kencang kak Apalagi liat you tube;netral
Oct-01;;Aku gak pake by.U aku pake wifi tetangga  bot triggered in..;negatif
Oct-01;Arif bukan Arip;suka banget ngelawak ni adminnya @byu_id ;netral
Oct-01;;Sebenernya juga gatau list aplikasi yg bisapake kuota ini  w aktu itu redeem beberapa hari ga berkurang  tapi ini pas dicek sisa 2gb. Padahal ga pake buat belajar. mungkin @byu_id bisa menjelaskan;negatif
Oct-01;Lana;Paketan dari @byu_id  buat kantongku tetap aman sangat rekomended sekali  #amANJAYa;netral
Oct-01;DaguMundur'TERAS';Min w mau beli paketan apa harus beli kartu Baru lagi Buat ganti nomor ke paketan ini;netral
Oct-01;selflove;byu segini msi murah nyung;positif
Oct-01;sintacarolon;Beli kuotany yg sepadan bro  sesuai sama pemakaiannya;positif
Oct-01;Sidqiiiii;aku juga sudah coba saranin  tp belum di acc. Harusnya adain apalagi buat para pelajar gini.;netral
Oct-01;Running in The 90s;kalau mau sama2 bandingin kere hore;negatif
Oct-01;Sayid Fahlevy;@byu_id byu kok sekarang ping nya jdi ga stabil ya..untuk browsing streaming game lemot.. udh 2 hari gini2 aja;negatif
Oct-01;Running in The 90s;namanya paket kere hore  Mending Indosat;negatif
Oct-01;anisa yolanda polandiaa;Coba deh beli nya yg sesuai kebutuhan kk  kyak pemakaianny tinggi belinya jga yg sepadan;positif
Oct-01;yantisoewondo;Hi kak  kalau status di aplikasi kartu siap diambil tapi di Indomaret bilang belum ada itu biasanya kenapa ya kak? Mohon balasannya  terima kasih.;negatif
Oct-01;bukan cicik;w gapake byk  cm buat whatsapp aja kalo dikuar mah;netral
Oct-01;MUGI;parah banget sih  gue langsung beli paketan 1 5 Mbps gegara nonton iniiiiii;negatif
Oct-01;Gisnilili8738;Aku gak lemot kak  bukti ny tiap hari buat zoomlive  bhkan tiap hari ngelive 2 jam lancar aja tuh;negatif
Oct-01;ANAK WARKOP;Kuota dari pemerintah (kemendikbud) untuk @byu_id mantap banget bisa buat nonton netflix ampe pegel mata ;positif
Oct-01;Bil;"Nindy  itu yg 1Mbps kol tidak ada yg masa aktifnya sebulan sih? :"" atau setidaknya 14 hari";negatif
Oct-01;stifanya;Makasih byU  berkat kamu aku bisa berselancar tanpa khawatir pulsa kesedot karena kuota abis  #amANJAYa;positif
Oct-01;iam_will;Bukan sinyal nya yg cenat cenut kak  kakak keasyikan internetan di aplikasi besar tanpa liat waktu kali;positif
Oct-01;Rizki Fadhillah;@byu_id min saya mau beli Kartu By.U  kan saya pilih pengambilan kartu sendiri bukan lewat jasa pengiriman.. Maksudnya siap diambil dan siap diambil dalam 1 hari itu apa ya? Terimakasih;netral
Oct-01;alip;So psti produk dari by.u dong kk  aman dan terpecayaa pokoknya best deh;netral
Oct-01;Via;Alhamdulillah selama gw pake byu ngerasa aman banget karena ga pake fup itu. Jadi gw ga was was kalo keabisan kuota malem gitu loh. Dan yaa di kantong juga oke. Bakal pake byu terus sih #amANJAYa;positif
Oct-01;d;Emang cuma byU yang gak ada batasan scrolling2 seenaknya aman gak ada fup fupan lah #amANJAYa;negatif
Oct-01;putra laksamana raja dilaut;Udah sesuai kok kk aku sih gapapa agak banyk keluar yang penting pengeluaran sama yg aku dapat itu sesuai;positif
Oct-01;Jharnavivala;Kalo mau pake By.U ga usah benyakan mikir  ini mah udah paling aman tau  udah pas dikantong  internetan lancar  ga ada fup. Kurang apa lagi coba. Emng aman banget #amANJAYa;negatif
Oct-01;rajaa;Aman banget sih buat concall  jadi makin sayang neh sama byU #amANJAYa;netral
Oct-01;MeriAndiniSari;Amazing By.U jaringan super lancar  pilih kuota juga aman   pilih aja sesuka hati lo   karena emng pas banget dikantong dongg pake By.U #amANJAYa;positif
Oct-01;AmarTaufik;Udah beberapa bulan sih pake byu pengalaman aku sih ok banget byu mah aman ya soalnya ga ada fupnya. So yaa aman dan terlebih lagi aman juga dikantong ini yg paling aku sukaa suka suka banget  #amANJAYa;netral
Oct-01;lucas;Nyoba kali gua :)  itu lemot baru gua pake  yutup 1080 aja ya gitu deh  gak selancar yang biasa gua beli paket 23gb 100rb ;negatif
Oct-01;Anafa;Sekeluarga pake byU dong  harganya terjangkau banget dan aman juga kuotanyq karena gak ada batasnya #amANJAYa;negatif
Oct-01;Yuu;ByU paling ngertiin kebutuhan konsumen  kita butuh yang aman nyaman kaya ByU #amANJAYa;positif
Oct-01;hei re;Aman banget buat apapun gak ada khawatir lagi sama kuota karena udah pake kuota by.u yg inii #amANJAYa;negatif
Oct-01;Dewi ngurahraida;Eittss maaf nih kk  aku pake aman2 aja nih  ga ada masalah sama sinyal nya  kaka tuh yg beliny ga sesuai kebutuhan..;negatif
Oct-01;Dinda05;"Aq kmarin zoomlive bersih kn dulu file"" d laptop kk  jd sinyal ny lancar";positif
Oct-01;KJ;cuy byu masih aman kok jaringannya disini;negatif
Oct-01;lola ;Pokonya pake by.U mantep banget dah ni jaringannya  ga perlu khawatir kekurangan kuota juga  xixixi;negatif
Oct-01;Djoe;Bener banget min tapi sejak pakai kuota by.u yang ini jadi bener2 aman kuotakuu #amANJAYa;netral
Oct-01;Add your name;@byu_id Nindy dan team  kapan nih live ig buat ngumumin 100 org yang beruntung dapet 20gb?;positif
Oct-01;Dedi;By.U mah emang paling juara nya dah  harganya bikin kantong aman gak kebobolan #amANJAYa;negatif
Oct-01;yuto;Ini Mb/s. Bukan MB/s;netral
Oct-01;Alifya;Lahh tentu lemott  kmu belinya ga sesuai sih penggunaanny tinggi belinya yg rendah haduuuuh;positif
Oct-01;Diah;Uda terjangkau itu kk  krna jaringan kencang dan kita bsa nentuin nomor yg kita mau;netral
Oct-01;jen-;Lah satunya ilang;netral
Oct-01;INDAH/ jfb ?;By.U emang paling ngerti keadaan nih  di saat situasi di kampung susah sinyal By.U hadir dengan sinyal yg bagus tanpa fup fupan lagi  makin aman deh meski tinggal di kota terpencil #amANJAYa;positif
Oct-01;Yunda Tiarani;Ada kok. 10gb cuman reedem 10 rupiah aja  bukan 10riburupiah yah. Cek aja aplikasinya kak;negatif
Oct-01;yuto;Buat yang kesel kenapa lelet download  Please teliti.  Ini Mbps. Bukan MB. Inget ya.  Btw ini emang udah murah kok..;negatif
Oct-01;hello dirr;Bener2 aman sihh kalo pake by.u yg ini dijamin puas dan ketagihan hahaha #amANJAYa;positif
Oct-01;Alifyakha;Kakaknya  beli harus sesuai kebutuhan kk biar ga bermasalah  kayak akuu  aman2 aja gtuu;positif
Oct-01;Sarah;Pakai @byu_id bikin concall sama doi tetep aman  karen gak takut putus² lagi  #amANJAYa;negatif
Oct-01;jess delace;Emang beneran aman loh guys kalo pake kuota by.u yang ini  kalo kata aku loss doll internetan #amANJAYa;netral
Oct-01;Yunda Tiarani;Tapi Aku pake lancar jaya  4g full. Di pake streaming nonton film sama maen game  lancarr banget kak;positif
Oct-01;Amel;Ih sama juga ??? ;netral
Oct-01;Winda;Cocok kak  aku Uda Coba Kk beli yg Mbps yg agak gedean dong;positif
Oct-01;Queen;Sayangnya tidak pakai keduanya kak;negatif
Oct-01;Zariaayu;Ga bakal pindah sih gw dah nyaman pake byu karena aman dikantong dan lancar emng internetannya buka apa aja dah tanpa lemot. #amANJAYa;netral
Oct-01;iputudh;Akhirnya nya ada kartu yang unlimited kuota gak pake tapi;negatif
Oct-01;V I T A;Iya min 100k 1 mbps   bulan ini udah nyobain yg 140k 1.5 mbps sih   bulan lalu 1 mbps;netral
Oct-01;ﾚﾑんののﾘ;1mbps 100rb /perbulan;netral
Oct-01;yoye;Sama  kudu beli ulang no baru cuy;netral
Oct-01;hina kelana;Sy mau redem kuota kumat ngga bisa bisa  di suruh update sm mimin  sekalinya update malah hilang daftarannya. Dm pun tak direpon  Byu bikin kesel aja.;negatif
Oct-01;Amel;Gak ngerti @byu_id gimana nih ???;negatif
Oct-01;yemima;"mukin kakak lemot krna emng hp kakak lagi ganguan kalo ya /hp kakak sering kebanting aku sihh lancar""aja pake byu";negatif
Oct-01;McFlurryOreo;Menurut gw ga lemot ah gw dah lama pake aman aman aja hyung;negatif
Oct-01;sugil agill bugiill;"aku sih selama pake lancar""aja kak kok kakak bisa gitu sih  udh pas banget nih kak byu di katong meronta kyk aku  love byu ";negatif
Oct-01;Ari Subagyo;@byu_id jangan fokus kemana-mana dulu deh. Ini masalah koneksi loncat-loncat beneran udah ga ketolong ;negatif
Oct-01;kuah nasi uduk;Ada ada aja deh kelakuan ngirim kartu bantuan belajar ;netral
Oct-01;yangdisemogakan;ga mahal ah gue aja yg pelajar masih aman nih pakai byU;negatif
Oct-01;Y;Pen coba nih kartu tapi belom tau spesifikasinya    sama model paket kuotanya;netral
Oct-01;T o r a;Gak worth it. Mending beli yg berkuota;negatif
Oct-01;fyshsnn;Kak ada paket untuk Google meet dan zoom gk?;netral
Oct-01;Hana;kalau dipake youtube 1080p sih ya ngedet ngedet. Pakai sesuai kebutuhan aja. untuk ig wa tiktok & belajar online sih oke oke aja kalau di daerahku;positif
Oct-01;SANZ;Nama saya bayu gak ada niatan gtu buat ngasih unlimited seumur hidup;negatif
Oct-01;Dana Kaget Gratis;Untung belum beli.;netral
Oct-01;Husnayy;Kenapa ga ada yg 1Mbps 30 hari seh Min? ;netral
Oct-01;cita;Min kuota topping telegram dongg;netral
Oct-01;mas oby;140rb buat gua emang mahal. dah pernah coba  boros;negatif
Oct-01;wonhokribo;Belum adaaa barusan aku cek  ayo kita terus request ke admeen by.u;netral
Oct-01;sop buah;kalo di pake buat aman-aman aja sih harusnya lancar ya;netral
Oct-01;;1 mbps 30 hari udah ada lagi min?;netral
Oct-01;acha;makanya beli kuota yg sesuai kebutuhan dong  beli paket yg paling kecil tp download film yg bug files;positif
Oct-01;okta;By u  aku beli produkmu  tp kenapa udh seminggu ga nyampe nyampe Butuh bgt buat kulon ;netral
Oct-01;sophia;yayy thank youu @byu_id semoga kita langgeng terus!xixixi;netral
Oct-01;Uu★;Ada apa dengan @byu_id kuota topingnya ga bisa di pake  jadi kuota utama abis grgra kuota topingnya ga bisa di pake;negatif
Oct-01;Nama tidak boleh kosong;Beneran 1Mbps 100k di  permanenkan  ku tunggu yeeee;netral
Oct-01;Sepatukaca;Sedih bgtt nih Nindy   koutanya ga kepake;negatif
Oct-01;𝓟𝓮𝓶𝓾𝓭𝓪 𝓜𝓮𝓻𝓪𝓴𝔂𝓪𝓽;Game berat tuh kek mobile legend mba??;negatif
Oct-01;BlueMoonStar⟭⟬⟬⟭;@byu_id nanya dong kuota belajar bisa dibuat apa aja ya? soalnya baru aja redeem buat adek;netral
Oct-01;WeBus Cloth;Kok punya ane ga ada paketan yg 10gb utk 10 hari yakkk;negatif
Oct-01;Julay;bener bgt kak aman bgt pakai byu yg penting ga ada fup-fupan;positif
Oct-01;Fadel Ghazali K;@byu_id kalo pake by.u di WA di blokir kah ini baru daftar langsung di blokir;negatif
Oct-01;Yimi;Aq beli yg unlimited 1.5mbps btw.;netral
Oct-01;Elmar M;Aku aman kok kak pakai paketan dari Byu  kuota gk cenat cenut lancar dan aman jaya ;negatif
Oct-01;khusnia karin;Kamu beli yang kuota kecil si coba yang gedean dikit aku make aman2 aja tuh #amANJAYa;negatif
Oct-01;SayaSiapa;By.U gk kayak awal pas make sekarang kecepatanya parah Ini gimana?;negatif
Oct-01;kacang lupa isinya;Punya gua kok 6k ya waktu itu ini malah 20k;negatif
Oct-01;YANA MULYANA;Bro  gimana menurut lo.?;netral
Oct-01;Alifyakha;Harus dong kkk udah aman berkualitas lagii  pokoknya Gaskeun kk;positif
Oct-01;Blues_Kopinampu♚;Iya  itu di daerah lu. Di daerah gua beda. Sedangkan pihak by U nge claim klo provider mereka itu cepet di semua daerah yg support dengan by U.;netral
Oct-01;inisial z;@byu_id beli kartu Bayu dimana?;netral
Oct-01;ria30;Ada gak si tips dan trik supaya dapet murah :( .. Kadang gak nyampe 1 bulan malahan :);negatif
Oct-01;purnama;Hmm. belinya kuota yang paling kecil buat game-game berat ya pasti lemot atuh. Beli paket sesuai kebutuhan aja kak brooo :'D;netral
Oct-01;susi susanti;Kantong pelajar kaya gue aja masih anggep ByU ini terjangkau kokk di dompet  yang penting mah udah harganya oke bisa bikin #AmANJAYa mau kuliah onlen tiap harii;positif
Oct-01;Afi;#AmANJAYa Mau gonta ganti paket mau ilang atau nggak tuh paketan  tapi udah terlanjur betah sama ByU yang ngasih toping semau guee tinggal ikutin kebutuhan aja deh;positif
Oct-01;Queen;@byu_id kak untuk beli paket kuota belajar lagi koq ga ada di aplikasi;netral
Oct-01;Mi;1 Mbps menurutku kurang buat zoom di masa pandemi ini;negatif
Oct-01;sipanda99;cb beli kuota yg lbh besar kak klo pmakaian banyak  tentu aja cepat abis beli kuota yg besar harga masih masuk akal kok dan masih aman dikantong ;positif
Oct-01;Ind;Sekarang gitu aturannya;netral
Oct-01;sipanda;gue kok pake aman2 aja yaa. mungkin kamu beli kuota dikit tapu utk pngunaan yg besar ya pasti lemot. cb beli sesuai kebutuhan ;netral
Oct-01;;@byu_id halo kak  tolong cek dm ya;netral
Oct-01;Erny Sumarni;Lah  situ beli kuota yang paling kecil buat game game berat ya pasti lemot. Beli paket sesuai kebutuhan saja;netral
Oct-01;Jalabria;Terimakasih banyak By.U udah bikin kantong aku aman  dan bikin nyaman juga karena gak ada fup fupan lagi #amANJAYa;netral
Oct-01;apri hatini solihah;Ga promosi aja byU #amANJAYa loh harga terjangkau dan aman di kantong apalagi lagi promosi mantaap banget promonya;positif
Oct-01;yunita dharmawan;lahh lu mungkin beli kuota gak sesuai dgn yg dibutuhkan  beli sesuai kebutuhan dong. paket2 byU masih aman kok dikantong  dompet gk bakal jebol ;negatif
Oct-01;Sæn ♕;Min paket KUMAT adain lagi dong buat pelanggan yg daftar di tahun 2019. Please please :(;netral
Oct-01;Cangcimen;Oke parah nih By.U internet kenceng  main game lancar  nonton youtube pun jadi aman #amANJAYa;negatif
Oct-01;put;Yah mahal.. punyaku dong cuma 6k;negatif
Oct-01;khoirulanam;Sangat di sayangkan sekali yidak ada toping untuk game;netral
Oct-01;Vico V Utomo;@byu_id  min sya beli data & toping IG   youtube. Tak pake IG ma youtube kok yg berkurang data nya. Yg toping gak berkurang;negatif
Oct-01;Jyong;Nitip nih wolf points. Langsung registrasi dan klaim $50 atau setara dengan Rp.700.000-  http://wolf-points.com/register.php?referral=bucintehkotak…;netral
